Positioning,Rank,Player Name,OVR,PAC,SHO,PAS,DRİ,DEF,PHY,Position,Acceleration,Sprint Speed,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Shot Passing,Long Passing,Curve,Agility,Balance,Reactions,Ball Control,Detailed Dribbling,Composure,Interception,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Age,Att_Work_Rate,Def_Work_Rate,Age.1,Foot,Height,League,Nation,Team,Weight
63,89,Juan Diego Rojas,66,86,65,56,69,33,62,RM,82,90,66,69,58,65,67,51,57,54,58,57,60,81,82,55,61,73,65,24,64,40,22,28,77,82,61,35,30,High,Medium,30,Right,16,Sudamericana,Ecuador,Delfín S.C.,66
64,89,Ole Romeny,66,69,71,58,67,29,66,LW,68,70,72,79,67,55,61,62,55,47,60,53,59,64,53,65,67,69,65,29,56,29,24,17,63,80,75,29,23,High,Low,23,Right,18,Eredivisie,Holland,FC Utrecht,81
44,89,Ruben Roosken,66,83,37,48,62,61,63,LB,82,84,32,58,26,30,48,41,58,34,48,49,39,76,64,59,62,60,60,63,50,59,64,63,59,75,58,63,23,High,Medium,23,Left,18,Eredivisie,Holland,Heracles Almelo,70
54,89,Siro Rosane,66,54,48,55,59,64,71,CDM,55,54,40,67,47,45,39,54,40,32,65,64,39,56,50,58,65,56,56,64,62,62,67,62,69,68,72,75,23,Medium,High,23,Right,17,LPF,Argentina,Barracas Central,75
71,89,Guille Rosas,66,79,39,56,64,60,70,RB,76,81,34,45,36,34,48,42,59,44,62,58,56,73,78,60,62,64,54,59,60,60,61,62,74,79,63,77,23,High,Medium,23,Right,17,LALIGA HYPERMOTION,Spain,R. Sporting,67
38,89,Max Rosenfelder,66,58,22,48,50,67,61,CB,56,60,19,28,17,18,28,46,25,24,64,57,23,56,57,66,54,44,49,66,63,68,68,67,73,53,62,66,20,Medium,Medium,20,Right,18,Bundesliga,Germany,SC Freiburg,76
28,89,Mathias Ross,66,63,32,51,54,66,73,CB,61,65,29,43,28,31,36,42,45,31,61,58,35,55,50,56,58,50,58,65,66,66,68,65,74,73,75,66,22,Medium,High,22,Right,19,Eredivisie,Denmark,N.E.C. Nijmegen,80
58,89,Matheus Rossetto,66,72,61,64,71,47,59,CM,69,75,57,68,66,50,60,59,50,53,75,73,56,71,64,63,71,73,69,42,46,40,54,55,58,68,59,47,27,Medium,Low,27,Right,18,MLS,Brazil,Atlanta United,75
64,89,Leândro,66,65,67,63,73,29,51,RM,64,65,65,72,67,59,67,61,62,55,64,64,67,80,80,63,71,74,60,24,36,26,31,31,51,50,59,32,35,High,Medium,35,Left,17,PKO BP Ekstraklasa,Brazil,Radomiak Radom,74
54,89,Alexander Rossipal,66,71,46,60,61,62,66,LWB,71,71,37,60,52,36,54,48,65,56,64,60,62,65,67,61,62,59,55,62,55,62,64,62,71,72,70,46,27,Medium,Medium,27,Left,18,Bundesliga 2,Germany,Hansa Rostock,78
42,89,Baptiste Roux,66,58,39,55,57,66,69,CB,55,61,31,56,40,37,44,58,41,31,67,60,32,57,43,61,65,52,63,65,68,67,65,65,74,62,76,58,24,Low,High,24,Left,19,Ligue 2 BKT,France,En Avant Guingamp,79
66,89,Jonathan Rowe,66,83,64,59,69,27,53,LM,85,81,62,77,61,52,55,62,60,38,63,47,68,80,80,60,67,69,63,30,47,24,24,17,66,44,59,46,20,High,Medium,20,Right,17,EFL Championship,England,Norwich,74
66,89,Pirulo,66,77,64,62,66,26,66,RM,68,85,66,64,59,58,62,62,55,55,65,63,65,68,74,54,68,67,52,17,31,32,24,22,58,71,75,39,31,Medium,Low,31,Left,17,PKO BP Ekstraklasa,Spain,ŁKS Łódź,70
9,89,Jesús Ruiz,66,71,58,62,72,51,60,GK,51,50,15,47,13,14,31,53,16,13,47,31,19,53,40,64,26,15,50,15,12,12,18,20,65,35,69,30,26,Medium,Medium,26,Right,18,LALIGA HYPERMOTION,Spain,AD Alcorcón,77
30,89,Milan Rundić,66,67,37,41,48,64,75,CB,67,67,33,57,25,23,52,32,24,26,55,53,23,61,69,63,60,33,47,64,56,67,65,63,76,64,84,66,31,Low,Medium,31,Left,18,PKO BP Ekstraklasa,Serbia,Raków,80
66,89,Elias Saad,66,70,60,60,70,33,53,LM,75,66,62,66,49,57,55,55,58,42,69,57,49,77,75,57,67,73,62,25,47,28,36,38,60,69,56,26,23,Medium,Medium,23,Right,18,Bundesliga 2,Tunisia,FC St. Pauli,72
64,89,Alexis Sabella,66,66,62,66,67,56,66,LW,65,67,60,71,64,49,52,68,60,54,69,66,64,60,64,62,73,66,69,59,53,50,59,58,64,69,67,59,22,High,Medium,22,Right,17,Sudamericana,Argentina,San Lorenzo,72
68,89,Noah Sadaoui,66,84,62,57,67,31,65,LM,81,87,63,58,65,50,53,60,54,52,59,56,60,83,67,57,65,67,52,24,50,28,30,33,71,70,67,50,30,High,Medium,30,Right,18,Hero ISL,Morocco,FC Goa,78
62,89,Görkem Sağlam,66,71,59,66,68,54,61,CAM,76,67,51,65,70,57,64,66,61,57,70,67,60,80,80,56,68,65,61,46,47,61,53,57,65,74,61,42,25,High,High,25,Right,17,Trendyol Süper Lig,Turkey,Hatayspor,72
58,89,Semih Sahin,66,67,51,64,64,63,58,CDM,69,65,51,58,47,43,47,63,49,57,74,70,48,74,76,66,62,61,61,67,47,68,61,59,57,63,55,60,23,Medium,Medium,23,Right,17,Bundesliga 2,Germany,SV Elversberg,72
18,89,Raphael Sallinger,66,67,65,64,65,44,66,GK,46,40,12,48,17,11,23,11,17,17,31,25,13,39,57,62,20,19,31,19,20,19,11,22,72,44,79,20,28,Medium,Medium,28,Right,19,Ö. Bundesliga,Austria,TSV Hartberg,84
64,89,Cris Salvador,66,62,59,62,64,65,76,CM,60,63,58,65,64,40,39,67,49,45,69,65,53,66,66,63,65,63,63,65,58,68,63,67,74,74,81,68,29,Medium,Medium,29,Right,18,LALIGA HYPERMOTION,Spain,Elche CF,79
67,89,Lars-Jørgen Salvesen,66,68,65,52,60,38,77,ST,67,68,66,72,60,55,56,55,48,50,56,44,60,56,68,65,61,58,60,34,67,42,30,25,78,76,80,69,27,High,High,27,Left,18,Eliteserien,Norway,Viking FK,82
8,89,San Román,66,65,66,67,66,25,64,GK,25,26,8,50,9,7,18,33,14,12,16,17,11,38,35,60,17,6,40,11,13,12,12,11,51,31,55,15,26,Medium,Medium,26,Right,18,LALIGA HYPERMOTION,Spain,Elche CF,79
64,89,Tobias Sana,66,69,63,62,70,32,58,LW,72,66,63,64,64,58,64,63,60,61,64,56,69,80,82,62,69,69,65,27,54,32,29,25,64,64,57,51,34,Medium,Low,34,Right,17,Allsvenskan,Sweden,BK Häcken,72
63,89,Alvyn Sanches,66,70,55,62,71,60,63,CM,73,67,63,50,47,34,53,67,51,49,67,65,52,75,72,65,69,73,69,61,52,58,62,61,63,78,57,61,20,High,Medium,20,Left,18,CSSL,Switzerland,Lausanne-Sport,68
65,89,Erwin Junior Sánchez,66,72,65,63,67,47,50,CAM,73,71,67,70,65,39,61,65,53,70,67,62,65,68,72,56,71,66,63,35,54,55,45,45,57,79,45,26,31,High,High,31,Right,18,Sudamericana,Bolivia,O. Petrolero,74
54,89,Diego Sánchez,66,72,37,54,62,61,61,LB,74,70,37,40,31,32,42,40,62,35,64,50,38,64,69,62,63,61,46,63,62,58,61,63,70,67,59,56,20,Medium,High,20,Left,17,LALIGA HYPERMOTION,Spain,R. Sporting,73
56,89,Simon Sandberg,66,70,43,59,60,62,72,RB,68,72,41,58,34,35,39,55,65,35,60,62,60,66,63,62,60,57,61,63,56,64,61,59,71,80,73,62,29,High,Medium,29,Right,18,Allsvenskan,Sweden,BK Häcken,77
59,89,Marco Sangalli,66,68,69,66,66,53,61,RM,70,67,65,73,74,76,70,66,65,65,66,64,70,69,67,62,66,65,70,56,45,53,56,44,60,70,63,46,31,Medium,Medium,31,Right,17,LALIGA HYPERMOTION,Spain,R. Racing Club,66
59,89,Pedro Amador,66,70,46,62,63,62,61,LB,70,70,37,60,49,51,43,60,65,61,62,63,64,73,66,64,62,62,61,65,49,62,62,64,60,64,60,61,25,High,Medium,25,Left,18,Liga Portugal,Portugal,Moreirense FC,73
58,89,Vinko Sapina,66,54,45,59,63,63,80,CM,54,54,41,55,42,32,55,65,45,39,69,65,31,54,55,66,67,63,55,64,60,57,69,60,74,87,85,61,28,Medium,High,28,Right,19,3. Liga,Germany,Rot-Weiss Essen,84
64,89,CJ Sapong,66,65,65,58,62,40,80,ST,67,63,68,72,53,63,67,62,59,46,60,50,55,54,51,60,64,64,65,34,71,28,46,36,85,74,84,74,34,Medium,Medium,34,Right,18,MLS,United States,Toronto FC,84
23,89,Marco Saravia,66,51,44,43,48,67,71,CB,50,51,53,56,25,29,32,32,30,30,58,50,20,46,57,60,60,38,54,64,67,68,68,65,72,67,77,61,24,Low,Medium,24,Right,18,Sudamericana,Peru,Universitario,88
45,89,Killian Sardella,66,73,37,65,71,61,61,RB,75,71,32,50,34,42,31,58,65,49,70,68,56,81,78,59,72,70,58,60,49,58,66,64,62,64,58,62,21,Medium,Medium,21,Right,17,1A Pro League,Belgium,RSC Anderlecht,64
19,89,Mamadou Sarr,66,62,30,51,54,66,68,CB,54,68,21,58,26,21,44,54,36,30,63,49,49,41,57,63,58,51,68,65,67,64,68,63,71,60,74,63,18,Medium,Medium,18,Right,19,Ligue 1 Uber Eats,France,OL,80
13,89,Alexis Sauvage,66,69,67,63,66,44,63,GK,45,43,9,47,11,13,23,26,9,15,20,19,11,41,34,52,24,10,45,23,12,11,11,12,65,34,71,27,32,Medium,Medium,32,Right,18,Ligue 2 BKT,France,Amiens SC,82
65,89,Gökhan Sazdağı,66,69,64,62,66,53,62,LM,70,68,63,72,62,58,56,60,64,43,66,63,51,69,68,57,65,68,62,52,59,53,55,43,64,73,57,58,29,Medium,Medium,29,Right,17,Trendyol Süper Lig,Turkey,Kayserispor,72
55,89,Liam Scales,66,64,54,60,60,63,74,CB,64,64,49,69,55,53,31,59,62,34,65,57,56,56,60,58,60,61,63,63,67,62,64,62,77,64,79,71,25,Medium,Medium,25,Left,18,cinch Prem,Republic of Ireland,Celtic,85
7,89,Jasper Schendelaar,66,66,64,62,65,25,65,GK,21,32,10,47,14,6,26,32,10,14,19,28,14,26,45,66,27,12,51,10,13,8,12,11,55,17,50,28,23,Medium,Medium,23,Right,18,Eredivisie,Holland,PEC Zwolle,87
7,89,Giancarlo Schiavone,66,65,64,64,70,44,61,GK,42,47,11,48,14,15,20,42,17,14,21,20,12,40,28,64,20,12,50,19,13,12,15,12,65,38,72,26,30,Medium,Medium,30,Right,18,Libertadores,Venezuela,Metropolitanos,86
28,89,Raphael Schifferl,66,59,31,47,47,65,71,CB,55,63,20,60,32,23,24,43,32,25,59,57,27,45,39,64,59,39,51,67,67,63,65,63,71,69,72,72,24,Medium,Medium,24,Right,19,3. Liga,Austria,Unterhaching,81
68,89,Marleen Schimmer,66,61,66,59,68,37,57,CAM,60,61,62,72,68,67,62,66,45,61,64,56,59,74,72,71,71,65,66,28,64,32,38,39,64,54,58,57,23,Medium,Medium,23,Right,16,GPFBL,Germany,1. FC Köln,60
68,89,Ally Schlegel,66,62,64,59,67,42,60,ST,64,61,65,65,63,58,58,57,53,57,67,52,51,56,71,64,68,69,56,38,66,35,43,39,69,57,64,53,23,Medium,Low,23,Right,17,NWSL,United States,Chicago Red Stars,59
66,89,Patrick Schmidt,66,62,66,43,60,28,72,ST,63,61,69,73,56,65,57,42,39,33,54,29,35,68,64,63,62,55,62,23,69,23,25,19,78,84,80,37,30,High,Medium,30,Right,18,3. Liga,Germany,Saarbrücken,88
69,89,Lilith Schmidt,66,64,62,60,63,56,62,CM,67,62,63,63,60,54,55,66,41,44,68,62,58,52,34,68,67,65,59,70,46,46,62,48,59,72,61,53,17,Medium,Medium,17,Right,16,GPFBL,Germany,1. FC Köln,55
57,89,Augusto Schott,66,81,45,56,65,59,61,RB,80,82,42,52,47,27,41,51,60,41,62,53,44,73,76,63,62,65,62,63,50,60,60,58,63,74,53,63,23,High,High,23,Right,17,Sudamericana,Argentina,Newell's,69
53,89,Tobias Schröck,66,64,63,58,59,65,77,CB,62,66,53,76,74,74,47,51,57,49,63,60,51,57,57,61,60,58,58,62,68,65,66,64,77,82,78,68,30,Medium,Medium,30,Right,18,3. Liga,Germany,FC Ingolstadt 04,84
58,89,Morris Schröter,66,81,56,60,64,60,68,RM,89,75,57,58,55,47,57,58,62,55,60,58,65,68,71,65,63,63,59,61,52,59,62,60,73,78,63,65,28,Medium,Medium,28,Right,18,3. Liga,Germany,1860 München,79
59,89,Luca Schuler,66,79,65,45,62,33,68,ST,79,79,68,67,61,62,57,51,29,38,57,34,48,54,52,60,63,63,66,31,68,23,33,30,84,55,78,55,24,Medium,Medium,24,Right,19,Bundesliga 2,Germany,1. FC Magdeburg,86
12,89,Gina Schüller,66,62,66,64,68,47,65,GK,49,44,13,48,14,11,17,29,19,18,25,20,16,48,20,63,15,13,15,13,13,10,13,12,45,19,30,24,23,Medium,Medium,23,Right,17,GPFBL,Germany,RB Leipzig,61
5,89,Patrick Schulte,66,68,60,66,68,16,65,GK,15,18,5,50,6,6,16,39,14,14,38,33,12,29,27,66,20,10,36,6,13,5,11,10,44,19,63,22,22,Medium,Medium,22,Left,19,MLS,United States,Columbus Crew,79
24,89,Michael Schultz,66,49,26,44,51,65,74,CB,44,53,23,40,19,27,35,24,29,22,65,57,24,33,32,60,56,52,50,63,69,65,66,60,66,56,86,70,30,Low,Medium,30,Right,19,3. Liga,Germany,Viktoria Köln,88
44,89,Markus Schwabl,66,71,41,58,60,60,74,RB,71,71,35,49,43,36,48,42,68,50,63,59,54,69,70,56,62,56,54,56,58,61,63,61,70,90,66,76,33,Medium,High,33,Right,18,3. Liga,Germany,Unterhaching,71
57,89,Petr Schwarz,66,69,63,67,65,60,69,CM,67,70,61,69,65,41,71,67,67,67,67,67,69,72,70,64,68,62,58,63,57,64,57,58,67,84,66,60,32,High,High,32,Right,17,PKO BP Ekstraklasa,Czech Republic,Śląsk Wrocław,70
53,89,Iker Seguín,66,69,57,67,63,60,54,LB,67,70,59,63,47,56,68,71,69,46,70,64,50,53,62,61,66,64,62,59,43,61,65,61,50,70,53,38,34,High,Medium,34,Left,18,LALIGA HYPERMOTION,Spain,SD Amorebieta,71
65,89,Matthias Seidl,66,62,66,64,67,36,57,CAM,55,68,69,65,66,56,48,66,51,69,69,65,67,61,75,63,69,67,60,22,45,38,38,41,55,80,49,50,22,High,Medium,22,Right,17,Ö. Bundesliga,Austria,SK Rapid Wien,68
68,89,Václav Sejk,66,73,61,45,64,26,72,ST,75,72,65,63,53,58,46,34,37,38,58,43,37,74,71,64,66,62,47,22,67,20,23,21,79,62,74,76,21,High,Medium,21,Right,18,Česká Liga,Czech Republic,Sparta Praha,70
6,89,Batuhan Şen,66,67,65,62,69,24,66,GK,20,31,7,47,6,8,18,30,11,11,34,15,13,37,21,56,15,8,47,8,12,10,13,14,52,24,60,17,24,Medium,Medium,24,Right,19,Trendyol Süper Lig,Turkey,Gaziantep,81
49,89,Seo Young Jae,66,74,33,53,62,62,62,LWB,71,77,31,35,29,32,46,40,60,49,58,52,51,72,68,60,59,61,55,61,44,64,65,66,56,74,57,59,28,Medium,Medium,28,Left,18,K League 1,Korea Republic,Daejeon Citizen,72
47,89,Cemali Sertel,66,70,38,59,63,63,68,LB,72,69,30,52,40,34,40,50,63,54,64,58,56,63,54,63,64,65,53,62,62,61,64,66,74,65,70,67,23,Medium,Medium,23,Left,18,Trendyol Süper Lig,Turkey,Başakşehir,80
67,89,Nicolás Servetto,66,64,68,49,64,28,67,ST,63,64,70,71,64,58,63,54,33,48,59,41,50,60,61,64,65,65,55,11,55,41,20,16,74,69,81,30,27,High,Medium,27,Right,18,LPF,Argentina,Platense,80
21,89,Yoan Severin,66,63,27,48,51,65,75,CB,61,64,24,40,17,24,42,35,47,28,58,55,23,52,52,67,57,44,53,61,56,66,70,67,72,70,79,73,26,Medium,Medium,26,Left,18,CSSL,France,Servette FC,79
64,89,Jacob Shaffelburg,66,82,60,60,65,52,62,LM,84,81,60,72,50,54,49,58,68,42,61,54,60,80,64,54,62,65,55,47,46,54,56,45,66,69,59,62,24,High,Medium,24,Left,17,MLS,Canada,Nashville SC,74
57,89,Liam Shaw,66,68,57,61,67,60,72,CM,70,67,52,71,60,49,43,63,45,41,70,68,45,72,71,62,68,67,58,60,55,56,64,61,69,80,70,70,22,Medium,High,22,Right,18,EFL League One,England,Wigan Athletic,73
61,89,Jordan Shipley,66,66,63,66,66,59,70,LWB,64,67,63,68,63,52,62,65,67,65,67,63,67,64,69,63,67,66,65,61,50,59,62,58,62,73,66,77,26,Medium,High,26,Left,18,EFL League One,Republic of Ireland,Shrewsbury,73
61,89,Nicklas Shipnoski,66,71,60,58,68,26,49,RM,83,61,61,60,55,57,64,63,59,35,65,44,54,77,75,63,66,69,56,25,49,21,24,30,56,70,44,34,25,High,Medium,25,Right,18,3. Liga,Germany,Arminia Bielefeld,75
67,89,Ilya Shkurin,66,73,62,60,62,34,74,ST,74,72,65,64,55,56,64,68,54,46,66,52,49,63,58,67,59,64,59,21,68,35,32,26,80,72,75,70,24,Medium,Low,24,Right,18,PKO BP Ekstraklasa,Belarus,Stal Mielec,80
28,89,Raz Shlomo,66,66,31,44,44,69,65,CB,64,68,25,48,24,28,44,34,40,29,54,52,28,52,58,60,45,38,52,66,64,70,72,68,71,63,70,55,24,Low,Medium,24,Right,18,1A Pro League,Israel,OH Leuven,75
67,89,Armindo Sieb,66,87,64,54,74,26,59,ST,83,90,67,61,59,59,61,57,47,37,60,50,48,84,80,63,77,73,59,24,49,31,18,11,66,67,59,49,20,Medium,Medium,20,Right,17,Bundesliga 2,Germany,Fürth,75
55,89,Nicholas Siega,66,72,58,67,72,62,69,CM,72,72,58,60,57,56,57,65,65,57,70,66,65,72,76,67,71,73,63,62,60,63,62,62,73,69,70,67,32,High,Medium,32,Left,17,Serie BKT,Italy,Südtirol,73
64,89,Rúnar Már Sigurjónsson,66,65,68,68,68,49,75,CM,66,65,66,72,71,67,72,70,65,72,69,67,69,64,72,60,70,67,70,50,57,45,51,49,71,75,75,77,33,High,Medium,33,Right,17,SUPERLIGA,Iceland,FC Voluntari,83
11,89,Miguel Silva,66,67,65,64,67,33,63,GK,34,31,8,48,9,10,13,37,14,13,25,22,12,32,41,63,18,9,36,11,14,10,15,12,54,26,55,21,23,Medium,Medium,23,Right,18,Sudamericana,Venezuela,Puerto Cabello,79
40,89,Denis Simani,66,48,55,51,50,64,78,CB,55,42,56,64,55,31,55,38,29,49,66,66,36,50,38,61,56,44,60,61,65,64,65,64,76,68,84,74,32,High,Medium,32,Left,18,CSSL,Albania,FC Luzern,84
66,89,Scott Sinclair,66,72,63,62,69,41,61,RW,73,71,61,70,59,63,74,60,62,59,65,53,71,76,80,64,67,68,71,40,57,46,33,35,70,62,65,47,34,Medium,Medium,34,Right,17,EFL League One,England,Bristol Rovers,70
65,89,José Luis Sinisterra,66,82,62,55,71,29,57,LM,82,82,64,67,55,55,52,53,62,46,57,47,54,82,85,58,65,72,67,22,45,27,29,28,67,60,61,40,25,High,Medium,25,Right,17,Sudamericana,Colombia,Blooming,75
67,89,Olaus Jair Skarsem,66,79,56,63,71,56,64,CM,77,81,55,59,55,54,54,66,55,52,68,61,61,85,82,65,69,70,66,59,45,58,56,56,62,83,56,60,25,High,Medium,25,Right,17,Eliteserien,Norway,Rosenborg BK,67
57,89,Ari Skúlason,66,57,58,66,66,62,63,CDM,60,55,51,65,65,57,71,67,67,67,66,65,66,68,81,61,65,64,69,67,37,67,62,62,52,70,61,61,36,Medium,Medium,36,Left,17,Allsvenskan,Iceland,IFK Norrköping,64
64,89,Naatan Skyttä,66,65,53,65,70,43,48,CAM,61,69,58,56,38,46,55,68,50,58,71,68,60,66,80,57,71,72,60,26,44,45,47,58,45,58,46,40,21,Medium,Medium,21,Left,17,Ligue 1 Uber Eats,Finland,Toulouse FC,69
5,89,Gabriel Slonina,66,69,62,62,65,41,65,GK,44,37,7,47,8,8,12,50,14,14,25,23,10,39,35,67,15,13,48,15,11,14,10,12,60,34,63,39,19,Medium,Medium,19,Right,19,1A Pro League,United States,KAS Eupen,89
58,89,Korey Smith,66,59,53,62,66,63,68,CDM,54,63,53,55,54,43,55,63,57,53,64,63,60,69,75,67,66,64,68,64,60,62,64,62,65,65,69,70,32,Medium,Medium,32,Right,17,EFL League One,England,Derby County,78
67,89,Sam Smith,66,74,65,57,64,29,73,ST,72,75,65,66,63,59,63,58,58,57,60,47,53,73,70,65,63,62,59,23,66,27,26,21,80,74,76,61,25,Medium,Low,25,Left,18,EFL League One,England,Reading,73
56,89,Kyle Smith,66,69,26,50,59,66,72,RB,70,68,22,25,29,28,30,35,50,29,62,52,34,65,61,65,57,58,55,63,53,67,70,68,69,73,72,70,31,Medium,Medium,31,Right,18,MLS,United States,Orlando City,82
71,89,Franco Soldano,66,69,62,54,63,44,73,ST,70,69,58,68,60,64,62,71,41,41,56,48,61,70,69,70,65,57,70,31,72,40,47,46,83,67,77,69,29,High,Low,29,Right,18,Sudamericana,Argentina,Gimnasia,76
60,89,Edoardo Soleri,66,76,63,49,68,33,68,ST,74,78,61,67,62,65,66,44,43,40,58,44,61,65,58,65,70,70,57,27,67,32,31,24,81,58,77,55,26,High,Medium,26,Right,19,Serie BKT,Italy,Palermo,75
30,89,Matteo Solini,66,52,36,42,48,67,70,CB,52,52,30,52,34,36,47,35,32,38,58,34,33,45,60,60,53,41,61,64,70,66,68,66,71,69,73,64,30,Medium,Medium,30,Left,18,Serie BKT,Italy,Como,80
62,89,Adam Sørensen,66,91,45,61,69,55,60,LB,90,91,44,54,36,52,30,57,62,46,65,59,59,79,85,62,67,67,60,56,44,56,57,57,60,82,50,56,23,High,Medium,23,Left,16,Eliteserien,Denmark,FK Bodø/Glimt,60
25,89,Joaquín Sosa,66,40,37,60,59,70,66,CB,48,34,32,55,31,35,43,55,61,46,58,76,52,52,32,67,54,64,73,65,56,73,75,71,64,60,74,52,21,Medium,High,21,Left,18,Liga Hrvatska,Uruguay,Dinamo Zagreb,82
68,89,Sambou Soumano,66,69,66,50,67,25,53,ST,69,69,72,66,57,49,70,54,41,36,59,42,46,62,61,56,68,70,55,20,69,21,19,18,69,56,59,32,22,Medium,Medium,22,Right,18,Ligue 2 BKT,Senegal,Quevilly Rouen,75
4,89,Luke Southwood,66,67,64,68,66,56,65,GK,54,58,9,51,7,7,12,62,11,10,48,51,11,68,60,63,32,21,52,15,16,18,11,16,51,32,40,45,26,Medium,Medium,26,Right,18,EFL League One,Northern Ireland,Cheltenham Town,72
61,89,Lucas Souto,66,70,30,48,63,63,64,RB,69,71,25,30,28,33,45,33,65,34,50,48,48,72,69,52,60,64,55,59,40,66,70,67,53,80,58,63,25,Medium,Medium,25,Right,18,Sudamericana,Argentina,Huracán,70
43,89,Gianni Stensness,66,55,41,53,57,64,79,CB,54,55,37,51,44,26,42,55,37,33,64,61,31,51,50,58,62,56,60,61,67,62,65,65,75,84,81,69,24,Medium,Medium,24,Right,18,Eliteserien,Australia,Viking FK,82
46,89,Patryk Stępiński,66,70,33,54,60,65,70,RB,70,70,32,31,34,29,32,60,54,33,58,51,30,73,80,65,59,55,51,65,59,67,66,63,72,72,71,66,28,Medium,Medium,28,Right,17,PKO BP Ekstraklasa,Poland,Widzew Łódź,62
70,89,Iris Stiekema,66,64,57,58,65,52,63,CM,65,63,60,53,57,32,55,65,36,35,70,64,30,66,59,70,66,64,58,63,44,42,60,48,56,69,65,54,21,Medium,Medium,21,Right,17,Nederland Vrouwen Liga,Holland,Ajax,60
59,89,Basil Stillhart,66,65,59,66,65,64,75,CB,67,63,61,62,54,54,49,71,58,52,69,67,63,67,75,70,66,62,66,65,64,63,64,65,74,82,74,69,29,High,High,29,Right,17,CSSL,Switzerland,FC Winterthur,79
10,89,Dejan Stojanović,66,69,62,60,68,37,65,GK,34,42,12,45,14,19,21,27,16,15,30,18,17,34,35,63,20,17,56,18,17,12,19,11,58,34,60,24,30,Medium,Medium,30,Left,19,Ö. Bundesliga,North Macedonia,SCR Altach,89
67,89,Finn Stokkers,66,68,66,44,66,29,71,ST,67,68,69,68,61,60,63,44,32,41,54,32,54,71,64,62,68,63,68,16,65,40,18,14,77,78,77,44,27,Medium,Medium,27,Right,18,Eredivisie,Holland,Go Ahead Eagles,81
62,89,Petter Strand,66,77,60,63,68,63,72,CM,79,76,55,71,60,55,56,64,57,62,65,62,65,84,72,66,67,65,62,66,48,62,66,62,68,89,67,66,29,High,High,29,Right,17,Eliteserien,Norway,Vålerenga Fotball,70
61,89,John-Patrick Strauß,66,77,52,59,66,59,60,RWB,75,78,53,55,51,37,47,58,63,40,62,62,42,80,80,63,63,64,60,59,46,61,59,62,57,75,51,64,27,High,High,27,Right,17,Bundesliga 2,Philippines,Hansa Rostock,68
64,89,Jared Stroud,66,67,56,63,64,55,66,LM,68,67,59,60,51,45,45,62,53,43,70,67,57,66,66,61,67,63,59,51,45,57,60,53,58,79,60,68,27,High,High,27,Right,17,MLS,United States,St. Louis CITY SC,73
65,89,Nikola Štulić,66,58,71,48,60,25,62,ST,46,68,72,70,71,67,71,48,38,59,58,35,38,61,41,56,65,58,62,21,72,12,28,19,72,48,72,54,22,Medium,Medium,22,Right,18,1A Pro League,Serbia,Sp. Charleroi,80
49,89,Yeison Suárez,66,64,40,58,60,69,54,CB,66,62,45,32,35,36,40,42,65,39,68,58,50,53,78,71,65,55,54,70,67,69,69,68,57,62,44,68,26,Medium,Medium,26,Left,17,Libertadores,Colombia,Dep. Pereira,68
60,89,Anssi Suhonen,66,56,57,61,73,38,51,CAM,66,48,59,62,53,42,44,63,49,42,69,65,58,90,83,60,71,72,59,34,38,40,39,33,45,57,48,52,22,Medium,Medium,22,Right,17,Bundesliga 2,Finland,Hamburger SV,69
53,89,Toichi Suzuki,66,84,53,59,67,56,55,LB,85,84,55,54,51,47,50,57,64,47,60,57,49,86,86,61,65,64,56,57,45,51,63,61,52,81,34,75,23,High,Medium,23,Left,16,CSSL,Japan,Lausanne-Sport,60
65,89,Svensson,66,78,66,57,66,41,66,ST,80,76,63,74,66,60,60,57,55,60,60,49,63,76,67,61,65,66,60,40,60,43,36,30,75,76,63,60,22,High,Medium,22,Right,18,LALIGA EA SPORTS,Spain,CA Osasuna,75
55,89,Habib Sylla,66,71,37,58,64,62,66,RB,72,71,32,40,35,41,55,52,67,40,62,55,42,68,65,60,61,66,50,57,58,63,65,65,72,63,70,60,24,Medium,High,24,Right,17,Liga Portugal,Côte d'Ivoire,GD Chaves,75
67,89,Eddy Sylvestre,66,67,62,66,69,59,63,CM,73,62,61,65,59,61,61,69,62,54,70,63,63,74,79,62,67,70,65,59,61,54,65,56,72,71,62,51,24,Medium,Medium,24,Left,17,Ligue 2 BKT,France,Grenoble Foot 38,69
17,89,Michał Szromnik,66,67,62,64,70,48,63,GK,46,51,13,48,14,14,23,47,14,21,41,37,14,47,46,60,24,23,33,11,21,13,18,17,58,26,52,29,30,Medium,Medium,30,Left,19,PKO BP Ekstraklasa,Poland,Górnik Zabrze,80
13,89,Jakub Szumski,66,68,63,64,68,22,66,GK,21,23,12,48,15,13,11,58,13,13,13,12,15,42,55,52,12,11,16,11,12,14,13,14,51,24,58,16,31,Medium,Medium,31,Right,19,Trendyol Süper Lig,Poland,Samsunspor,78
65,89,Filip Szymczak,66,75,63,55,68,21,67,ST,80,71,65,71,51,58,64,62,54,32,61,44,49,76,67,59,68,67,65,18,62,18,15,14,84,59,80,38,21,Medium,Medium,21,Right,18,PKO BP Ekstraklasa,Poland,Lech Poznań,84
