Player Name,Rank,OVR,PAC,SHO,PAS,DRİ,DEF,PHY,Acceleration,Sprint Speed,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Shot Passing,Long Passing,Curve,Agility,Balance,Reactions,Ball Control,Detailed Dribbling,Composure,Interception,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression
Sven Sonnenberg,10044,65,62,28,43,49,64,75,59,64,24,44,18,25,33,26,28,25,59,58,27,53,34,58,54,44,65,62,67,64,66,63,69,70,82,66
Oliver Sørensen,10044,65,723,556,625,665,598,714,68,76,55,62,51,42,39,63,53,45,68,64,55,66,69,65,68,64,62,52,55,59,64,59,71,76,74,56
Bent Sørmo,10044,65,735,404,551,62,622,765,72,74,31,53,40,42,47,48,56,35,62,58,45,61,56,58,62,64,52,62,62,58,64,63,82,70,83,62
Andrés Souper,10044,65,66,61,62,70,35,452,67,65,66,51,67,38,66,67,54,65,67,58,42,80,81,53,67,72,54,23,35,34,41,40,43,52,45,36
Samuel Souprayen,10044,65,68,36,58,62,63,74,67,69,21,57,45,45,44,55,56,32,64,60,62,70,68,65,60,60,68,65,65,64,62,61,75,75,74,70
Verdasca,10044,65,64,37,49,55,63,761,63,64,28,64,33,30,47,41,33,34,61,61,37,62,60,59,60,49,56,63,62,65,62,60,75,75,78,73
Agostino Spina,10044,65,62,51,64,65,61,60,56,66,48,58,47,48,52,65,53,54,70,70,59,70,73,64,64,63,65,64,49,58,65,59,53,68,57,58
Blair Spittal,10044,65,755,611,64,661,52,59,73,77,62,60,64,53,58,62,62,67,66,62,61,80,72,62,65,65,59,51,42,55,53,54,56,72,58,44
Jessie Stapleton,10044,65,63,54,55,61,66,62,62,63,65,42,45,43,53,54,42,41,67,58,32,60,64,68,65,57,62,60,69,70,66,63,70,59,64,57
Florin Ștefan,10044,65,753,58,613,604,612,69,72,77,55,63,62,48,48,57,64,58,62,59,62,70,68,59,59,58,63,59,61,60,62,62,73,70,69,66
Phillipp Steinhart,10044,65,73,55,641,601,59,72,74,72,49,66,57,51,65,59,65,72,65,64,73,71,71,51,61,57,60,60,57,53,63,60,74,81,72,62
Michael Steinwender,10044,65,455,29,442,401,662,721,49,42,25,39,30,31,35,31,35,27,56,49,41,39,58,62,42,32,61,64,66,64,68,66,71,65,77,68
Lewis Stevenson,10044,65,703,42,591,612,62,72,68,72,43,49,29,42,51,55,60,48,63,59,56,66,77,58,60,58,61,61,55,63,65,63,70,70,72,73
Cole Stockton,10044,65,662,672,52,614,33,781,64,67,66,70,68,67,58,59,41,57,55,49,52,65,72,65,60,58,63,25,66,32,34,12,78,80,81,68
Ionuț Stoica,10044,65,442,23,373,37,631,791,34,52,18,36,18,26,36,27,23,21,55,34,23,32,60,59,39,29,59,60,68,62,66,60,69,72,82,83
Paweł Stolarski,10044,65,812,52,601,622,58,671,81,81,51,55,48,52,47,62,62,36,63,61,48,79,68,55,62,59,60,57,59,54,61,61,75,78,65,55
Florian Stritzel,10044,65,69,61,455,65,34,69,32,36,9,34,10,8,16,24,8,14,22,16,12,31,28,56,12,10,29,10,14,10,13,12,62,27,71,22
Petar Sučić,10044,65,67,49,59,68,58,67,68,66,44,56,60,39,45,67,41,43,67,66,41,70,71,68,68,67,63,57,50,58,60,57,62,77,62,69
Lukas Sulzbacher,10044,65,783,5117,6213,6710,616,642,83,74,45,62,55,35,41,62,60,37,68,64,43,78,85,66,67,64,60,68,38,60,66,61,59,81,56,65
Patrick Sutter,10044,65,705,53,587,614,629,579,72,68,55,59,44,49,48,53,61,39,63,59,41,73,80,58,61,59,48,64,54,62,63,59,60,70,53,51
Tobias Svendsen,10044,65,80,54,59,67,53,69,82,79,55,56,48,55,48,60,58,46,61,58,55,78,84,60,65,66,65,56,39,56,54,52,64,68,68,72
Marin Šverko,10044,65,67,378,541,58,641,721,64,69,30,56,34,34,38,40,59,39,60,58,52,59,59,55,59,58,54,63,62,62,68,65,77,62,81,60
Martin Šviderský,10044,65,66,43,61,62,63,62,66,66,37,55,45,35,40,59,57,43,65,66,62,68,58,62,65,60,63,59,53,63,66,67,60,64,59,65
Dan Sweeney,10044,65,552,429,518,545,644,765,52,57,39,52,41,37,41,54,35,34,60,56,40,46,50,62,57,52,56,62,64,65,64,62,72,71,80,71
Kajetan Szmyt,10044,65,7910,5715,618,6911,388,4910,80,79,59,58,54,46,63,60,58,56,67,56,62,84,82,54,69,66,64,44,43,29,40,39,52,55,45,50
Przemysław Szymiński,10044,65,68,39,52,582,652,712,69,68,31,52,45,28,39,51,53,30,58,53,35,65,70,62,56,55,66,64,62,69,64,63,74,69,73,69
Ulrich Taffertshofer,10044,65,482,473,521,61,624,782,54,43,42,59,57,29,34,51,45,40,60,59,26,63,76,66,62,56,66,63,55,61,64,65,68,80,77,82
Waniss Taïbi,10044,65,52,50,65,67,53,65,57,48,47,56,46,55,57,68,52,48,71,70,58,57,74,49,71,70,56,43,48,53,59,57,57,80,65,50
Atomu Tanaka,10044,65,691,58,62,67,561,601,70,69,56,64,60,50,46,64,60,62,64,60,56,87,79,62,65,64,66,54,52,57,58,54,60,70,56,59
Harald Nilsen Tangen,10044,65,75,59,61,70,37,672,77,73,63,58,56,47,51,61,58,51,65,61,52,79,74,58,68,72,59,26,46,35,40,43,65,76,64,62
Scott Tanser,10044,65,732,56,62,63,58,59,74,73,52,63,57,39,73,60,68,75,59,59,66,72,75,59,61,62,61,57,52,58,58,61,63,75,56,43
Varol Tasar,10044,65,75,622,611,652,30,49,73,77,62,66,62,60,52,63,63,62,61,58,61,72,78,57,63,66,55,25,46,27,30,33,50,65,44,42
Jair,10044,65,78,581,631,67,57,68,80,76,55,65,58,45,60,65,54,61,67,65,60,74,82,65,64,65,66,59,53,56,59,56,69,83,61,68
Miriaél Taylor,10044,65,50,69,62,69,45,69,65,38,66,71,76,68,63,60,53,69,68,59,62,70,61,67,72,69,58,35,68,29,60,47,80,58,84,42
Connor Taylor,10044,65,58,29,45,47,65,72,63,53,25,40,22,31,41,35,33,28,59,54,34,56,55,60,52,39,54,63,65,64,67,64,76,71,79,55
Berkan Taz,10044,65,73,612,61,702,31,58,77,70,61,64,62,50,52,64,57,57,63,58,65,87,86,66,67,67,60,28,43,37,25,25,61,65,61,42
Enzo Tchato,10044,65,711,4412,579,625,635,601,71,71,53,38,30,33,39,58,66,36,59,49,45,60,65,55,60,65,53,67,58,58,66,64,67,61,59,61
Warren Tchimbembé,10044,65,851,621,631,643,57,678,82,88,61,67,63,58,52,64,58,45,70,63,53,77,60,62,65,62,60,59,38,48,67,67,65,73,70,51
Ernest Terpiłowski,10044,65,86,59,582,62,25,66,86,86,59,62,55,54,59,68,50,42,66,45,54,76,72,52,62,60,61,17,53,24,23,20,73,79,63,54
Dimitrios Theodorou,10044,65,72,62,59,66,21,491,71,73,62,64,64,50,53,58,57,41,68,49,49,59,75,66,70,64,64,16,40,18,20,21,51,59,51,29
Maximilian Thiel,10044,65,72,66,62,66,31,631,67,76,62,74,74,60,46,59,66,64,63,58,66,67,61,61,66,69,55,33,52,24,32,25,68,54,73,46
Terell Thomas,10044,65,60,40,56,57,63,76,62,58,34,65,30,37,39,58,56,37,60,56,40,55,62,58,58,55,57,62,65,62,65,64,78,70,82,68
Ben Thompson,10044,65,692,60,631,682,621,698,68,69,59,69,62,38,45,65,58,56,66,65,53,75,76,68,67,67,68,66,60,58,64,65,76,76,61,77
Nathan Thompson,10044,65,682,38,522,602,644,773,69,68,36,43,41,34,30,51,55,33,56,54,37,74,83,63,55,56,63,63,62,65,64,64,85,76,78,73
Simon Tibbling,10044,65,63,54,63,67,52,621,65,62,52,57,52,55,56,64,62,50,65,62,60,72,75,64,65,66,64,57,45,54,50,45,57,73,60,52
Dániel Tiefenbach,10044,65,67,514,582,671,6416,602,69,65,48,59,52,38,43,57,45,33,68,64,44,72,71,62,67,68,55,63,56,64,68,60,64,61,59,60
Bogdan Țîru,10044,65,501,34,44,48,641,781,49,50,28,39,44,23,32,38,29,27,58,48,26,65,55,59,49,39,62,65,67,63,63,62,74,81,83,65
Eoin Toal,10044,65,519,31,42,526,643,744,40,60,33,28,29,33,31,37,24,25,58,47,28,33,35,61,53,55,55,62,62,64,65,64,69,67,83,60
Kristoffer Tønnessen,10044,65,72,46,60,58,61,65,74,71,42,50,52,36,39,58,62,48,63,61,56,65,65,61,58,56,57,61,56,60,63,60,70,72,65,55
Victor Torp,10044,65,68,60,65,69,53,561,69,67,58,67,59,56,56,64,62,65,67,63,66,76,76,59,70,67,67,54,42,54,55,50,50,63,54,56
Jhojan Torres,10044,65,55,40,60,54,61,63,56,55,35,50,45,38,45,63,46,47,67,63,50,59,70,66,60,45,62,62,44,60,66,62,52,66,61,65
Mamadou Tounkara,10044,65,67,31,43,45,63,75,66,67,25,48,27,30,40,31,32,33,56,47,32,41,43,61,52,40,49,60,57,62,67,65,76,64,84,68
Ibou Touray,10044,65,84,502,571,62,56,713,82,85,48,57,50,45,48,55,64,58,55,53,65,81,77,56,55,61,59,57,51,56,58,56,78,90,61,68
Océane Toussaint,10044,65,67,62,68,68,43,60,41,45,9,51,9,8,17,34,16,12,30,24,16,42,48,57,15,13,36,15,15,12,14,11,57,32,57,22
Ryley Towler,10044,65,651,36,541,591,646,7010,64,66,30,53,31,28,53,53,42,38,63,61,40,66,62,61,61,56,61,61,65,64,66,62,74,65,74,67
Mason Toye,10044,65,721,69,44,611,30,633,64,78,70,72,70,52,69,42,41,28,51,35,51,68,46,54,62,61,59,19,66,35,23,18,74,37,74,63
Kai Trewin,10044,65,667,4317,577,616,643,713,66,66,39,52,45,37,44,57,45,41,63,63,52,67,67,64,60,59,61,62,58,63,67,64,68,78,70,66
Nectarios Triantis,10044,65,60,3413,5617,487,638,708,64,56,25,56,34,24,30,63,50,34,58,64,34,51,50,66,56,39,55,64,61,62,65,64,69,63,69,80
Nathan Trott,10044,65,65,64,661,68,403,65,41,39,12,50,11,12,15,45,18,14,39,34,18,42,44,52,34,24,47,15,14,18,14,13,46,28,42,27
Connal Trueman,10044,65,66,64,60,68,46,63,47,44,15,45,17,12,26,37,18,20,41,46,16,39,65,56,29,21,33,23,23,29,22,24,50,35,40,29
Keigo Tsunemoto,10044,65,67,43,55,59,63,55,69,65,37,55,52,30,27,56,58,30,57,55,49,76,76,55,58,56,47,65,61,58,68,65,55,72,43,65
Aldin Turkeš,10044,65,64,66,51,63,23,64,61,66,68,68,59,56,69,60,45,37,56,41,55,59,47,63,66,64,65,10,67,29,13,18,73,55,72,55
Jordan Turnbull,10044,65,502,27,441,483,64,791,51,50,23,38,26,23,35,45,38,21,52,45,29,57,59,62,48,43,55,64,62,64,64,62,81,75,81,76
Alexander Ruud Tveter,10044,65,54,682,59,60,331,74,54,54,66,79,65,63,55,61,62,64,60,54,45,53,59,61,63,58,65,37,66,24,30,25,75,67,83,61
Calvin Twigt,10044,65,60,547,622,652,612,651,56,64,53,60,55,44,44,62,57,46,67,65,53,55,61,67,68,65,64,64,52,60,63,60,60,67,66,63
Nahuel Ulariaga,10044,65,75,65,50,67,30,69,76,75,65,75,59,55,61,53,43,37,56,46,47,72,82,57,64,68,56,29,58,29,24,28,79,61,77,57
Braulio Uraezaña,10044,65,62,63,62,65,42,66,42,42,17,47,11,16,30,15,18,17,32,22,17,34,53,61,22,13,25,26,20,20,14,20,62,18,63,24
Bjørn Inge Utvik,10044,65,415,37,48,52,651,722,42,40,33,43,37,34,43,39,46,36,58,49,40,55,55,65,56,44,68,65,64,66,66,64,66,74,74,66
Jhojan Valencia,10044,65,69,52,611,671,61,622,70,68,46,60,58,36,56,63,49,36,72,68,36,78,79,60,66,65,59,56,45,64,65,64,57,69,58,64
Zarek Valentin,10044,65,661,423,582,621,631,681,65,67,38,46,46,43,37,57,61,29,58,64,54,62,65,60,65,60,61,64,60,64,64,62,69,68,69,65
Gabriel Valverde,10044,65,536,27,501,58,651,733,53,53,25,25,27,30,37,35,57,31,57,56,38,51,70,59,61,57,48,62,63,70,63,65,69,78,72,70
Amourricho van Axel Dongen,10044,65,81,59,57,68,29,59,82,81,60,58,56,54,58,64,61,49,54,52,62,73,75,56,71,67,62,26,39,29,28,27,55,55,65,48
Damian van Bruggen,10044,65,64,55,50,55,63,71,60,68,48,71,66,34,50,46,32,55,59,66,25,55,70,63,65,45,65,65,60,60,65,64,72,68,75,66
Davy van den Berg,10044,65,74,56,61,66,56,70,73,75,55,69,52,44,47,64,56,43,66,64,47,69,65,64,68,64,59,62,57,50,57,55,66,73,72,60
Mike van Duinen,10044,65,69,64,58,64,48,73,71,68,63,65,62,63,66,56,60,40,61,57,49,66,62,63,65,63,66,40,64,52,43,55,77,78,73,67
Jannes Van Hecke,10044,65,67,48,621,691,596,491,70,64,45,52,53,37,44,61,64,48,67,62,45,73,74,63,70,68,66,59,42,57,64,63,41,65,37,63
Koen Van Langendonck,10044,65,63,63,64,62,27,69,23,33,12,48,16,15,22,48,20,12,30,27,15,32,39,62,18,11,47,16,13,22,14,20,57,28,70,35
Syb van Ottele,10044,65,491,342,471,461,663,691,45,53,26,52,30,48,38,36,42,33,58,54,30,49,59,65,47,41,56,66,60,65,70,67,68,69,76,52
Igor Vekič,10044,65,63,64,69,69,30,62,26,37,15,52,11,18,14,29,14,10,33,34,10,31,36,57,15,11,33,30,11,15,13,11,54,35,60,34
Apostolos Vellios,10044,65,46,65,56,59,37,69,44,47,66,69,61,63,62,61,36,63,63,54,61,53,49,64,64,57,69,29,72,35,33,32,66,52,79,66
Calvin Verdonk,10044,65,738,562,652,66,651,632,72,73,49,70,62,50,58,66,60,66,66,64,74,69,83,65,66,63,67,67,61,66,65,62,69,66,59,69
Wilder Viera,10044,65,59,32,54,54,62,71,63,55,27,41,32,26,41,55,32,34,66,64,39,58,63,55,63,45,55,63,50,66,62,61,66,74,72,64
Christian Viet,10044,65,711,419,623,67,59,671,75,68,40,35,44,41,41,60,62,58,64,64,51,81,74,64,64,66,62,55,60,60,60,61,72,79,62,65
Samuele Vignato,10044,65,69,59,60,74,34,42,70,69,62,56,56,57,49,64,51,49,64,61,51,87,89,66,72,73,54,33,36,38,30,34,38,65,33,37
Lawrence Vigouroux,10044,65,651,641,631,651,46,63,48,42,17,47,11,19,22,50,20,17,34,38,17,56,40,61,16,19,43,14,12,15,18,11,62,36,63,24
Carolina Vilão,10044,65,67,63,66,68,44,59,42,47,12,50,9,10,15,41,13,12,24,28,14,52,44,58,14,11,35,12,14,14,13,10,54,27,52,28
Vilarrasa,10044,65,67,36,49,57,67,66,65,68,35,34,37,32,43,37,56,38,58,45,36,65,57,61,40,67,48,62,58,67,72,69,67,66,67,63
Gabriel Villamíl,10044,65,71,60,64,68,55,49,71,71,52,73,70,39,59,68,52,55,72,65,50,66,78,50,67,70,58,60,42,45,65,59,44,65,39,57
Guido Villar,10044,65,67,61,63,67,18,61,19,17,8,47,9,8,15,23,12,14,20,18,12,28,46,64,15,13,24,10,13,11,12,13,39,21,40,20
Matty Virtue,10044,65,67,573,603,661,624,653,67,67,55,65,58,44,54,63,48,42,67,65,46,76,81,65,66,63,62,63,54,60,66,64,62,74,60,65
Rémy Vita,10044,65,71,454,556,694,611,511,73,69,44,58,33,32,38,55,61,32,62,45,41,75,82,63,67,68,63,59,50,59,67,63,60,66,40,59
Dario Vizinger,10044,65,701,673,531,643,28,661,70,70,67,69,66,64,69,65,38,45,61,39,55,68,63,58,65,64,62,27,65,25,19,27,72,71,67,56
Andrei Vlad,10044,65,642,632,71,70,41,60,38,45,15,53,19,15,19,52,15,14,29,22,12,48,37,58,14,19,48,19,12,18,15,11,45,33,44,28
Shkelqim Vladi,10044,65,69,66,53,65,22,67,67,71,65,73,68,41,68,59,43,50,60,43,57,69,73,66,63,65,67,18,63,14,19,17,71,71,70,52
Thibault Vlietinck,10044,65,77,57,63,67,60,55,74,79,58,58,52,66,54,60,69,58,65,54,62,76,71,62,67,65,67,56,57,62,62,57,69,62,60,32
Sam Vokes,10044,65,367,665,572,572,421,82,34,38,64,76,58,65,67,58,59,46,61,50,58,45,52,70,62,54,68,42,71,42,38,29,77,68,91,76
Davide Voltan,10044,65,7710,611,644,685,3312,609,78,77,59,67,62,59,58,61,67,60,64,61,67,77,73,64,68,67,66,36,47,37,25,24,65,61,62,50
Julian von Moos,10044,65,803,612,577,684,25,612,77,82,63,62,56,51,61,52,59,34,64,54,52,79,78,51,67,68,51,12,59,36,16,12,72,74,62,38
Modestas Vorobjovas,10044,65,67,533,60,616,602,74,70,65,51,57,56,38,45,61,58,41,63,60,65,66,68,67,62,58,67,61,47,59,64,60,63,81,70,76
Silvano Vos,10044,65,75,51,60,62,65,64,76,74,46,71,50,46,49,59,49,46,65,67,56,70,66,58,65,58,63,67,58,62,68,64,68,50,71,65
Nicolas Vouilloz,10044,65,661,28,465,454,645,7612,65,67,21,43,28,27,38,32,42,23,57,55,28,63,59,61,43,37,65,56,60,68,66,64,75,70,79,78
Georgios Vrakas,10044,65,74,60,61,69,44,60,76,72,63,59,57,47,49,57,54,55,68,62,60,72,70,55,72,69,57,43,51,38,47,44,65,69,57,57
Conrad Wallem,10044,65,816,55,621,682,468,667,82,81,57,61,48,48,45,64,61,47,65,63,54,83,87,60,65,65,64,49,48,45,45,43,67,87,61,53
Wang Gang,10044,65,783,55,55,61,60,811,77,78,52,70,55,35,36,53,57,58,54,53,61,56,65,63,59,63,57,58,65,60,60,56,85,85,82,71
Masaki Watai,10044,65,681,63,65,67,45,52,69,68,65,65,59,60,58,66,63,61,67,63,57,66,85,56,66,67,62,38,53,41,49,48,50,66,44,55
Lucy Watson,10044,65,68,67,58,65,28,64,64,71,72,65,60,61,60,60,60,52,63,39,69,68,56,58,65,66,58,23,36,33,26,25,55,62,69,56
Emily Whelan,10044,65,63,65,54,64,51,59,64,63,70,60,60,58,59,50,54,48,61,48,42,54,59,68,72,61,61,48,57,43,58,50,63,58,59,59
Ben Whitfield,10044,65,831,573,618,675,393,525,85,81,55,60,62,49,55,63,65,53,60,54,67,91,92,58,61,64,65,41,38,37,39,43,57,80,39,49
Gavin Whyte,10044,65,78,57,60,67,36,45,78,78,57,62,53,51,59,64,60,48,63,55,55,77,80,60,65,67,58,30,47,35,39,34,52,60,42,33
Clara Wibaut,10044,65,67,66,63,67,39,60,41,35,8,47,8,8,13,38,15,12,22,21,15,37,45,58,12,9,23,13,13,10,11,12,44,27,37,21
Casper Widell,10044,65,541,293,50,503,645,715,53,55,25,42,26,32,28,37,45,28,64,55,32,55,62,62,56,42,53,62,65,64,65,62,65,64,80,60
Andreas Wiegel,10044,65,75,60,59,64,60,68,73,77,60,66,57,55,58,59,60,48,60,57,55,70,70,63,63,63,63,63,56,57,61,60,70,73,64,69
Rhys Williams,10044,65,651,35,511,56,651,661,62,67,36,43,27,37,41,48,32,31,64,64,31,50,47,62,58,56,59,65,65,63,68,59,73,51,73,66
Jonny Williams,10044,65,684,613,631,681,53,481,69,67,62,60,61,51,59,64,64,54,64,62,59,91,92,64,64,64,66,55,43,51,56,52,40,71,34,55
Ryan Williams,10044,65,82,59,602,67,531,682,85,80,59,60,58,61,55,62,60,49,60,57,63,90,90,60,63,64,58,58,52,48,55,53,69,87,57,73
Carl Winchester,10044,65,73,601,64,66,59,741,74,72,59,63,64,51,56,61,63,54,68,63,60,78,78,58,66,63,64,60,54,59,61,57,80,88,71,62
Brendan Wiredu,10044,65,79,56,591,651,621,781,80,79,56,55,58,48,53,59,55,47,64,60,49,73,70,60,63,64,64,61,61,59,64,65,83,83,78,72
Christian Witzig,10044,65,671,6018,6314,6718,5914,6410,68,66,58,64,61,52,51,63,62,47,66,63,59,72,73,63,69,65,60,60,57,58,62,56,66,72,61,62
Piotr Wlazło,10044,65,495,61,664,64,61,704,44,53,58,62,67,56,69,59,62,65,72,67,63,61,73,64,66,61,68,63,59,58,63,59,61,72,70,70
David Møller Wolfe,10044,65,70,51,58,64,60,65,72,69,49,56,50,46,48,53,61,43,63,53,52,66,63,63,65,64,57,61,52,60,61,61,66,75,62,58
Maximilian Wolfram,10044,65,72,641,611,651,37,671,70,74,65,73,57,68,52,60,57,68,63,56,73,72,62,61,64,66,62,35,51,34,36,41,68,71,71,52
Kyle Wootton,10044,65,68,622,472,633,26,8213,66,69,64,64,55,58,59,58,32,33,55,38,42,65,66,62,62,62,64,23,66,20,23,19,80,80,85,78
Joe Wright,10044,65,412,34,501,55,632,762,43,40,32,44,29,32,38,54,42,29,56,53,37,43,53,59,51,58,66,63,70,62,63,61,73,66,85,66
Wu Yake,10044,65,671,621,601,621,44,692,45,42,17,45,13,14,19,42,14,12,25,17,14,44,53,58,24,13,57,21,18,17,18,13,63,20,65,19
Wu Yan,10044,65,67,62,60,66,50,63,54,43,14,45,16,20,15,56,33,18,42,45,14,61,63,59,21,17,62,24,22,18,23,18,64,37,57,37
Yan Dinghao,10044,65,66,572,636,666,551,662,67,66,56,54,60,56,56,73,55,60,64,63,52,76,62,67,65,64,65,58,55,55,56,46,66,80,64,53
Yu Kang Hyun,10044,65,71,65,45,61,27,62,65,76,67,68,57,64,66,45,35,44,52,40,59,57,69,63,64,61,47,20,61,33,18,19,73,62,75,26
Yu Dabao,10044,65,5310,581,58,572,611,75,57,49,52,71,56,60,55,63,50,56,62,57,55,40,71,57,62,54,68,60,72,57,63,58,82,60,83,73
Yu In Soo,10044,65,745,581,581,652,561,652,77,72,58,62,56,54,49,58,67,49,57,55,52,73,66,61,63,65,54,54,56,57,56,57,71,77,62,57
Arthur Zagré,10044,65,81,43,58,67,571,501,84,78,35,55,42,41,47,52,62,39,62,53,63,90,91,63,66,62,59,57,53,53,62,61,56,70,34,61
Mattia Zanotti,10044,65,78,59,68,68,60,58,77,78,59,58,57,54,62,66,68,61,69,67,69,79,80,61,62,70,67,59,55,58,62,62,68,53,58,60
Yorman Zapata,10044,65,77,63,58,68,28,66,80,75,66,65,56,55,64,46,61,47,63,61,54,73,76,54,67,69,68,24,62,20,28,27,81,73,74,35
Zhang Chengdong,10044,65,546,606,614,635,63,763,62,47,57,69,57,51,66,59,63,61,65,53,66,72,77,64,66,58,62,58,70,59,66,64,77,77,78,67
Georgiy Zhukov,10044,65,75,57,63,69,58,70,77,74,60,60,54,49,45,65,62,58,65,64,55,78,83,63,67,69,49,63,49,57,58,61,68,88,69,52
Tom Zimmerschied,10044,65,72,615,613,683,36,581,71,73,65,59,57,56,46,65,54,43,65,60,60,77,69,60,67,69,60,23,44,34,40,45,53,75,53,51
Budu Zivzivadze,10044,65,58,66,52,62,31,68,62,55,68,67,58,66,66,58,29,40,67,44,48,62,54,65,64,61,65,22,61,28,34,21,72,61,75,59
Gideon Zuma,10044,65,62,52,59,61,61,68,64,60,55,47,53,39,42,64,49,34,66,64,35,59,74,68,64,58,55,62,65,55,64,60,70,75,66,63
Žan Žužek,10044,65,71,33,47,50,65,64,74,69,33,45,21,43,32,37,35,21,58,62,33,53,56,59,61,41,48,62,64,64,66,71,75,59,68,59
Jan Zwischenbrugger,10044,65,479,471,53,51,641,72,41,52,41,64,48,40,40,58,46,37,57,51,45,53,49,61,51,48,58,65,66,63,65,63,70,63,81,63
Mateusz Żyro,10044,65,68,34,521,56,632,75,69,67,36,33,34,31,37,45,53,31,61,47,53,58,62,63,56,53,61,61,60,64,64,61,78,71,81,64
Thelo Aasgaard,11071,64,6410,636,611,662,391,558,60,67,59,70,67,64,52,62,55,61,64,61,66,71,78,61,65,66,63,38,54,36,40,35,61,56,61,37
Freddy Abastoflor,11071,64,75,64,58,67,27,56,75,75,64,67,60,65,65,64,58,42,60,54,52,72,71,59,64,70,51,18,62,16,31,34,70,61,57,45
Suleiman Abdullahi,11071,64,6810,64,56,66,20,715,67,68,61,75,60,57,66,59,62,36,60,41,47,65,68,53,62,70,61,17,56,14,18,12,74,51,79,76
Diyaeddine Abzi,11071,64,67,54,51,63,57,67,64,69,50,64,61,38,48,41,59,54,56,42,51,60,57,57,64,67,45,61,51,52,60,63,64,72,70,56
Abdulfatah Adam,11071,64,775,63,47,64,19,621,81,74,67,64,57,58,53,52,41,37,56,34,42,75,64,56,63,64,57,16,63,16,11,11,87,64,67,43
Sergio Adrián,11071,64,69,50,583,65,602,762,66,71,51,50,47,54,40,62,50,37,65,63,36,70,66,70,62,65,67,62,58,58,62,58,71,83,74,71
Nikolas Agrafiotis,11071,64,671,642,511,59,25,682,66,68,65,66,59,58,65,52,38,34,59,54,49,57,47,54,64,58,55,15,67,24,21,18,66,70,73,53
Dan Agyei,11071,64,792,614,524,644,343,758,75,82,62,62,59,56,60,59,51,42,53,41,58,69,69,58,64,63,60,27,62,29,34,31,78,88,73,61
Erik Ahlstrand,11071,64,70,56,58,65,36,56,68,72,57,54,59,45,45,63,54,38,64,53,49,65,64,58,67,64,65,43,32,34,36,36,49,56,57,57
Murat Akça,11071,64,53,46,52,51,63,69,52,53,37,65,54,22,51,35,54,61,57,55,60,54,60,62,53,45,60,64,63,62,64,60,69,60,73,71
Edmond Akichi,11071,64,67,52,58,65,60,68,70,64,46,64,56,38,53,57,54,52,63,58,58,72,69,64,63,64,63,61,49,62,61,59,61,80,63,66
Ayo Akinola,11071,64,802,642,48,60,20,71,78,81,65,70,59,58,61,46,43,34,54,43,57,70,66,55,59,58,60,18,60,12,19,13,85,50,83,63
Hamdi Akujobi,11071,64,59,44,59,62,60,74,67,52,38,59,40,40,52,49,59,47,67,62,44,65,75,57,64,60,54,60,58,56,65,62,63,71,75,78
Mohammed Al Dawsari,11071,64,78,33,531,611,583,655,77,79,28,40,31,31,37,48,59,35,57,50,48,73,78,55,60,60,46,60,45,55,62,59,62,79,58,65
Khaled Al Hashmi,11071,64,67,31,41,44,65,71,65,68,31,42,24,29,32,37,35,26,49,40,41,43,57,64,45,38,55,65,63,66,65,64,73,79,73,57
Musab Al Juwair,11071,64,661,575,679,667,507,673,67,65,56,57,60,45,60,68,65,60,67,67,68,64,70,61,67,65,67,55,31,52,57,34,54,66,68,67
Ahmed Al Kassar,11071,64,64,63,55,67,40,63,40,41,15,41,20,11,19,46,15,15,23,16,17,36,62,58,17,19,48,20,18,12,14,17,57,35,56,16
Fahad Al Muwallad,11071,64,86,62,58,64,44,62,84,88,55,76,61,64,68,63,62,48,58,52,56,72,61,59,61,65,56,45,54,59,30,28,72,57,62,66
Fahad Al Rashidi,11071,64,8818,5912,544,696,39,604,89,87,56,72,56,52,53,52,60,41,55,45,61,86,67,56,65,72,44,32,46,54,31,25,61,63,62,51
Mohammed Al Rubaie,11071,64,67,55,60,68,38,63,36,40,15,45,18,19,22,54,21,22,37,39,21,38,53,61,27,17,46,24,23,30,22,22,61,35,63,31
Alcedo,11071,64,69,35,44,58,63,61,70,68,32,29,38,35,48,43,65,37,37,33,62,59,68,64,49,63,44,66,53,58,68,67,63,59,60,64
Tony Alfaro,11071,64,561,25,45,52,621,71,53,58,20,39,18,23,39,35,28,25,59,59,24,52,57,60,56,47,55,60,59,62,64,62,72,52,82,69
Franco Alfonso,11071,64,70,60,60,68,42,41,69,70,61,60,59,55,60,64,53,54,63,61,56,71,61,53,69,70,51,38,44,42,41,46,40,50,35,44
Naser Aliji,11071,64,72,371,513,63,60,631,74,70,36,41,32,27,37,45,60,55,55,43,37,72,65,61,63,62,60,58,57,60,62,60,69,74,61,52
Altube,11071,64,63,61,64,66,16,62,17,15,8,48,8,6,12,32,11,14,27,29,14,29,37,62,14,12,33,8,14,6,14,14,50,25,59,25
Sebastián Álvarez,11071,64,593,37,52,42,641,704,62,56,32,40,45,28,47,44,48,44,62,55,27,59,55,60,55,24,59,65,70,63,64,58,75,65,74,63
