Positioning,Rank,Player Name,OVR,PAC,SHO,PAS,DRİ,DEF,PHY,Position,Acceleration,Sprint Speed,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Shot Passing,Long Passing,Curve,Agility,Balance,Reactions,Ball Control,Detailed Dribbling,Composure,Interception,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Age,Att_Work_Rate,Def_Work_Rate,Age,Foot,Height,League,Nation,Team,Weight,Reflexes,Positioning2,Kicking,Handling,Diving
12,11071,GK,65,64,65,45,63,59,64,Christian Ortag,45,45,18,44,24,19,23,41,14,21,24,19,19,33,47,51,23,15,25,21,20,22,15,13,68,37,72,35,28,Medium,Medium,28,Right,197CM,3. Liga,Germany,SSV Ulm 1846,82KG,,,,,
10,11071,GK,641,64,656,31,654,621,64,Sebastian Osigwe,30,33,12,47,11,15,15,57,17,17,31,30,16,32,45,56,22,16,28,14,19,19,13,15,52,33,54,38,29,Medium,Medium,29,Right,185CM,CSSL,Nigeria,FC Lugano,80KG,,,,,
4,11071,GK,685,64,627,287,614,653,634,Owono,24,33,9,49,8,6,14,41,13,13,22,24,14,37,48,62,15,5,33,10,10,8,13,13,46,22,50,21,22,Medium,Medium,22,Right,181CM,LALIGA EA SPORTS,Equatorial Guinea,D. Alavés,75KG,,,,,
6,11071,GK,674,64,62,25,675,59,60,John Pulskamp,27,21,9,44,8,9,19,31,13,14,27,22,14,30,41,60,15,8,34,11,10,12,13,12,54,20,62,20,22,Medium,Medium,22,Right,188CM,MLS,United States,Sporting KC,86KG,,,,,
7,11071,GK,631,64,632,41,641,621,622,Andrew Redmayne,40,43,11,47,14,15,20,35,17,14,21,20,12,40,21,64,20,12,47,19,13,12,15,12,61,34,69,26,34,Medium,Medium,34,Right,194CM,A-League,Australia,Sydney FC,83KG,,,,,
11,11071,GK,631,64,611,47,651,731,611,Spencer Richey,57,32,18,55,19,14,31,50,15,16,25,28,24,36,47,61,19,15,41,18,13,12,19,14,65,41,61,34,31,Medium,Medium,31,Right,185CM,MLS,United States,Chicago Fire FC,88KG,,,,,
11,11071,GK,59,64,63,22,69,58,63,Brian Araújo,23,20,10,44,12,12,15,35,15,12,23,28,13,42,34,57,14,15,34,15,11,11,13,12,55,19,67,22,23,Medium,Medium,23,Right,188CM,Liga Portugal,Portugal,Gil Vicente,80KG,,,,,
5,11071,GK,62,64,65,36,68,61,62,Omar Rodríguez,37,35,8,46,5,7,15,31,10,13,19,20,13,39,41,58,10,6,30,10,12,5,14,12,51,20,52,30,27,Medium,Medium,27,Right,185CM,Sudamericana,Colombia,Santa Fe,80KG,,,,,
5,11071,GK,62,64,62,27,66,69,60,Randall Rodríguez,30,23,8,52,8,7,19,48,12,11,17,22,11,27,35,67,13,5,25,9,10,8,14,13,55,28,61,23,20,Medium,Medium,20,Right,188CM,Sudamericana,Uruguay,Peñarol,78KG,,,,,
11,11071,GK,653,64,621,49,654,641,621,Sondre Rossbach,48,50,15,48,19,19,15,65,13,21,29,18,16,50,55,59,23,17,48,18,14,16,18,17,63,44,65,30,27,Medium,Medium,27,Right,189CM,Allsvenskan,Norway,Degerfors IF,80KG,,,,,
18,11071,GK,68,64,60,43,65,64,65,Francesco Ruberto,44,42,18,48,13,14,22,11,14,12,23,18,12,39,56,55,21,21,54,22,19,5,13,13,58,21,55,19,30,Medium,Medium,30,Right,184CM,Liga Portugal,Italy,FC Vizela,80KG,,,,,
10,11071,GK,612,64,641,22,641,63,61,Alejandro Sánchez,23,20,18,47,14,19,25,39,20,14,24,22,13,23,48,64,20,20,33,10,17,24,15,14,56,28,66,13,37,Medium,Medium,37,Left,188CM,LPF,Argentina,Platense,88KG,,,,,
4,11071,GK,65,64,62,25,65,57,64,Răzvan Sava,23,29,8,43,5,9,10,29,11,12,24,17,11,32,22,56,12,5,36,9,12,6,11,14,51,28,58,25,21,Medium,Medium,21,Right,195CM,SUPERLIGA,Romania,CFR 1907 Cluj,83KG,,,,,
11,11071,GK,64,64,66,36,63,65,62,Tobias Schützenauer,33,41,20,49,17,11,23,33,21,10,25,24,20,32,41,55,23,11,34,16,22,14,22,18,46,24,44,19,26,Medium,Medium,26,Right,182CM,Ö. Bundesliga,Austria,SCR Altach,79KG,,,,,
8,11071,GK,681,64,591,27,66,59,651,Nick Shinton,33,18,7,44,7,6,12,33,11,13,24,28,11,28,29,54,14,13,33,10,13,7,11,12,67,26,83,22,22,Medium,Medium,22,Left,194CM,1A Pro League,Belgium,Club Brugge,94KG,,,,,
16,11071,GK,631,64,632,41,63,622,623,Gurpreet Singh Sandhu,42,40,13,47,13,16,15,40,20,20,24,27,14,38,37,65,23,13,57,23,18,19,15,11,63,36,70,23,31,Medium,Medium,31,Right,197CM,Hero ISL,India,Bengaluru FC,92KG,,,,,
7,11071,GK,63,64,65,44,64,64,652,Pablo Sisniega,41,48,11,48,18,14,23,31,20,21,33,46,27,45,32,55,35,24,46,18,21,10,23,22,61,39,61,24,28,Medium,Medium,28,Right,192CM,MLS,Mexico,Charlotte FC,79KG,,,,,
12,11071,GK,666,64,647,3819,654,624,626,Magnus Sjøeng,38,37,9,47,10,9,13,45,11,12,33,29,12,43,39,52,27,19,36,18,13,14,12,12,56,28,58,24,21,Medium,Medium,21,Right,197CM,Eliteserien,Norway,Vålerenga Fotball,84KG,,,,,
8,11071,GK,611,64,661,31,651,611,611,Avdo Spahić,30,33,7,46,6,6,18,40,11,12,35,32,16,25,28,59,22,15,25,10,12,11,10,13,52,25,55,34,26,Medium,Medium,26,Right,190CM,Bundesliga 2,Bosnia and Herzegovina,Kaiserslautern,78KG,,,,,
11,11071,GK,60,64,66,57,63,61,64,Raphael Spiegel,56,59,11,46,12,19,41,47,15,12,32,34,13,59,55,59,32,12,33,23,12,19,11,15,65,37,64,36,31,Medium,Medium,31,Right,197CM,CSSL,Switzerland,Lausanne-Sport,90KG,,,,,
11,11071,GK,644,64,641,371,643,59,621,Jacob Storevik,37,36,15,44,15,14,30,56,16,15,34,29,15,35,42,61,28,21,18,20,14,12,19,20,49,30,48,35,27,Medium,Medium,27,Right,188CM,Eliteserien,Norway,Vålerenga Fotball,83KG,,,,,
7,11071,GK,62,64,61,39,70,54,61,Marco Suárez,41,35,5,41,6,7,15,60,13,12,50,43,11,70,57,67,21,12,40,16,10,8,10,12,59,25,64,30,19,Medium,Medium,19,Left,180CM,LALIGA HYPERMOTION,Spain,R. Oviedo,70KG,,,,,
5,11071,GK,59,64,64,41,68,69,611,Luca Unbehaun,39,44,6,52,6,7,11,45,8,9,29,28,8,58,62,63,19,10,39,13,10,8,10,11,60,30,68,19,22,Medium,Medium,22,Right,185CM,3. Liga,Germany,SC Verl,82KG,,,,,
16,11071,GK,671,64,641,402,652,591,641,Pilip Vaitsiakhovich,41,39,12,44,12,14,17,46,15,15,30,35,14,45,42,50,21,14,43,22,17,22,15,14,61,33,64,42,33,Medium,Medium,33,Right,194CM,Allsvenskan,Belarus,IFK Värnamo,83KG,,,,,
11,11071,GK,62,64,62,22,66,59,63,Regina van Eijk,23,21,12,44,13,11,19,21,17,12,16,14,15,22,25,60,14,13,19,15,12,13,11,14,36,26,30,14,21,Medium,Medium,21,Right,173CM,Nederland Vrouwen Liga,Holland,Ajax,61KG,,,,,
17,11071,GK,63,64,65,24,65,60,64,Ádám Varga,28,17,16,45,17,17,20,51,13,13,19,16,13,25,23,56,13,12,22,14,11,12,11,14,54,26,60,23,24,Medium,Medium,24,Right,191CM,Magyar Liga,Hungary,Ferencvárosi TC,85KG,,,,,
19,11071,GK,64,64,64,458,67,64,61,Kenneth Vermeer,45,44,13,48,13,11,30,56,13,13,49,28,16,59,57,58,34,20,59,25,16,14,16,14,67,20,57,35,37,Medium,Medium,37,Right,181CM,Eredivisie,Holland,PEC Zwolle,78KG,,,,,
14,11071,GK,65,64,63,44,64,65,63,Manuel Vicentini,42,47,13,49,16,20,25,25,12,16,24,22,20,37,42,60,23,13,66,22,17,20,14,13,62,37,66,25,33,Medium,Medium,33,Right,187CM,LPF,Argentina,Belgrano,86KG,,,,,
8,11071,GK,63,64,64,39,65,59,61,René Vollath,37,41,9,44,12,11,19,31,10,12,23,21,12,38,43,64,16,17,43,14,14,10,9,15,52,36,53,30,33,Medium,Medium,33,Right,185CM,3. Liga,Germany,Unterhaching,83KG,,,,,
8,11071,GK,651,64,642,28,661,61,63,Sem Westerveld,25,32,8,46,7,6,13,27,14,11,16,24,10,33,22,53,18,10,30,8,13,7,11,11,40,21,40,19,21,Medium,Medium,21,Right,191CM,Eredivisie,Spain,AZ,73KG,,,,,
15,11071,GK,651,64,64,41,641,621,63,Jojo Wollacott,40,42,19,47,11,18,25,49,13,11,46,48,11,30,55,59,26,12,33,23,11,9,16,12,59,39,63,24,27,Medium,Medium,27,Right,190CM,cinch Prem,Ghana,Hibernian,80KG,,,,,
10,11071,GK,67,64,64,30,68,57,59,Vasilios Xenopoulos,28,34,10,43,10,10,19,51,14,14,24,29,14,45,45,55,11,10,48,10,12,15,10,14,57,30,68,17,25,Medium,Medium,25,Right,185CM,Hellas Liga,Greece,Panathinaikos,84KG,,,,,
12,11071,GK,635,64,66,26,651,591,642,Muammer Yıldırım,26,25,14,44,12,14,22,31,13,16,20,17,13,20,52,57,19,17,58,23,14,11,18,19,40,21,37,16,33,Medium,Medium,33,Left,190CM,Trendyol Süper Lig,Turkey,Sivasspor,81KG,,,,,
17,11071,GK,654,64,601,43,662,611,641,Danijel Zagorac,46,39,10,46,8,9,17,54,11,15,19,29,10,47,32,62,16,18,24,16,11,14,13,12,57,21,56,21,36,Medium,Medium,36,Right,186CM,Liga Hrvatska,Croatia,Dinamo Zagreb,80KG,,,,,
7,12084,GK,631,63,611,25,641,601,611,Jökull Andrésson,24,26,9,45,7,10,13,54,11,17,28,24,16,46,30,59,18,11,55,17,16,15,13,15,56,25,67,40,22,Medium,Medium,22,Left,194CM,EFL League One,Iceland,Carlisle United,82KG,,,,,
16,12084,GK,63,63,64,26,62,62,61,Alex Arancibia,25,27,6,47,6,6,12,48,10,14,38,41,13,33,42,55,19,12,22,27,10,30,13,14,51,38,58,28,33,Medium,Medium,33,Right,188CM,Libertadores,Bolivia,Bolívar,91KG,,,,,
6,12084,GK,67,63,64,25,63,59,62,Ayesa,27,22,5,44,5,7,19,43,13,12,15,18,10,34,34,52,12,5,21,8,14,5,11,12,55,24,62,16,22,Medium,Medium,22,Right,182CM,LALIGA EA SPORTS,Spain,Real Sociedad,78KG,,,,,
8,12084,GK,65,63,62,46,64,58,63,Yavuz Aygün,45,48,8,44,9,6,13,25,12,10,27,25,10,40,29,54,16,12,60,14,11,7,14,13,66,30,75,24,27,Medium,Medium,27,Right,193CM,Trendyol Süper Lig,Turkey,Alanyaspor,86KG,,,,,
8,12084,GK,61,63,65,36,60,61,65,Nordin Bakker,39,32,9,46,5,7,16,44,12,13,32,24,15,38,32,53,17,9,40,13,12,12,10,13,49,37,49,25,26,Medium,Medium,26,Right,196CM,Eredivisie,Holland,Almere City FC,85KG,,,,,
19,12084,GK,652,63,643,51,605,641,635,Cristian Bălgrădean,52,49,15,48,20,18,17,67,13,21,34,27,15,43,47,57,14,16,48,18,15,20,20,21,69,32,73,32,35,Medium,Medium,35,Right,186CM,SUPERLIGA,Romania,CFR 1907 Cluj,88KG,,,,,
9,12084,GK,60,63,64,35,62,59,62,Arnaud Balijon,34,36,10,44,11,10,13,27,10,9,26,24,12,43,42,59,18,11,54,15,14,12,12,13,55,30,59,23,40,Medium,Medium,40,Right,183CM,Ligue 2 BKT,France,USL Dunkerque,84KG,,,,,
6,12084,GK,63,63,63,35,63,63,63,James Beadle,32,39,6,47,8,10,13,40,12,11,55,50,15,23,29,51,12,10,35,11,15,6,15,12,58,30,67,25,19,Medium,Medium,19,Right,193CM,EFL League One,England,Oxford United,85KG,,,,,
12,12084,GK,68,63,57,61,65,77,61,Taylor Beitz,63,58,8,58,7,8,13,53,14,11,33,30,14,52,44,52,15,9,42,14,12,13,14,11,57,33,47,40,24,Medium,Medium,24,Right,176CM,D1 Arkema,Canada,LOSC Lille,67KG,,,,,
8,12084,GK,632,63,614,501,661,603,603,James Belshaw,53,46,9,45,5,7,14,61,12,11,45,48,12,39,26,61,11,9,33,7,10,8,11,11,64,20,67,31,33,Medium,Medium,33,Right,191CM,EFL League One,England,Bristol Rovers,80KG,,,,,
12,12084,GK,62,63,61,35,63,73,60,Joe Bendik,37,32,10,55,12,13,17,38,16,19,17,25,15,35,40,62,16,10,50,12,11,7,11,7,57,20,61,27,34,Medium,Medium,34,Left,191CM,MLS,United States,Philadelphia,98KG,,,,,
5,12084,GK,60,63,60,26,64,66,62,Noemi Benz,23,30,7,50,6,6,10,39,9,10,20,25,9,34,47,67,10,9,23,9,8,8,11,10,36,22,35,23,19,Medium,Medium,19,Left,171CM,Schweizer Damen Liga,Switzerland,FC Zürich,64KG,,,,,
7,12084,GK,63,63,61,49,63,62,62,Teddy Boulhendi,49,48,9,47,7,8,13,28,13,12,23,21,15,51,48,58,18,13,27,9,14,6,13,11,63,34,64,23,22,Medium,Medium,22,Right,185CM,Ligue 1 Uber Eats,Algeria,OGC Nice,77KG,,,,,
15,12084,GK,641,63,63,59,63,65,611,Dean Bouzanis,58,61,14,49,18,11,40,53,13,14,29,53,13,58,46,58,19,20,51,25,13,15,14,13,68,39,70,45,33,Medium,Medium,33,Right,189CM,EFL League Two,Australia,Sutton United,84KG,,,,,
15,12084,GK,631,63,631,24,63,602,63,Jasmin Burić,22,27,13,45,13,15,15,43,11,18,30,35,13,41,38,59,22,11,57,21,14,19,12,13,48,22,54,26,36,Medium,Medium,36,Right,193CM,PKO BP Ekstraklasa,Bosnia and Herzegovina,Zagłębie Lubin,80KG,,,,,
14,12084,GK,651,63,59,431,651,60,621,Callum Burton,36,53,19,45,13,16,22,37,12,16,21,25,11,40,65,58,25,13,27,24,17,13,12,13,50,36,49,19,27,Medium,Medium,27,Right,188CM,EFL Championship,England,Plymouth Argyle,80KG,,,,,
18,12084,GK,662,63,631,1715,61,621,63,Evan Bush,17,17,19,47,15,11,22,50,16,18,34,36,13,20,34,55,23,19,49,20,20,18,11,15,55,15,65,45,37,Medium,Medium,37,Right,186CM,MLS,United States,Columbus Crew,85KG,,,,,
11,12084,GK,62,63,621,49,641,621,611,Alex Cairns,49,48,11,47,13,13,22,46,12,12,36,47,14,43,60,57,17,12,45,15,11,21,11,11,46,23,39,39,30,Medium,Medium,30,Left,183CM,EFL League Two,England,Salford City,72KG,,,,,
9,12084,GK,65,63,63,29,61,64,66,Dumitru Celeadnic,27,33,8,48,11,8,17,52,11,16,30,35,12,35,27,44,19,11,42,19,12,9,14,14,57,33,70,22,31,Medium,Medium,31,Left,195CM,SUPERLIGA,Moldova,Politehnica Iași,79KG,,,,,
10,12084,GK,622,63,663,37,633,622,633,Michele Cerofolini,37,37,10,47,12,15,15,40,10,11,16,24,13,37,55,50,19,11,45,12,14,18,13,13,58,25,61,22,24,Medium,Medium,24,Right,188CM,Serie A TIM,Italy,Frosinone,80KG,,,,,
10,12084,GK,652,63,613,34,635,64,623,Sébastien Cibois,36,30,8,48,10,9,15,35,11,10,28,23,14,31,54,57,25,14,45,15,10,8,11,10,57,30,65,20,25,Medium,Medium,25,Right,192CM,Ligue 2 BKT,France,Rodez AF,83KG,,,,,
9,12084,GK,642,63,625,30,657,652,622,Matthew Cox,33,26,7,49,6,6,10,40,8,10,35,36,13,36,43,50,21,8,38,9,9,7,10,11,39,20,36,20,20,Medium,Medium,20,Right,182CM,EFL League One,England,Bristol Rovers,74KG,,,,,
12,12084,GK,631,63,603,47,642,581,611,Max Crocombe,46,49,14,44,19,20,21,37,24,21,34,35,19,54,42,61,21,16,44,25,23,10,21,21,61,38,58,41,30,Medium,Medium,30,Right,194CM,EFL League One,New Zealand,Burton Albion,88KG,,,,,
5,12084,GK,65,63,61,25,61,56,63,Pablo Cuñat,22,29,7,42,8,9,11,56,14,11,29,26,14,28,36,62,15,11,52,14,13,8,12,13,53,19,63,26,21,Medium,Medium,21,Left,188CM,LALIGA HYPERMOTION,Spain,SD Amorebieta,78KG,,,,,
6,12084,GK,641,63,602,30,65,58,61,Ataberk Dadakdeniz,32,28,9,44,6,9,17,34,10,11,22,17,10,44,42,60,19,13,39,13,13,7,11,11,56,25,60,21,24,Medium,Medium,24,Right,194CM,Trendyol Süper Lig,Turkey,Antalyaspor,84KG,,,,,
6,12084,GK,63,63,64,21,65,63,62,Maxime Delanghe,25,15,8,47,5,7,19,55,14,13,24,15,13,34,37,52,15,11,38,6,14,7,11,10,54,17,61,18,22,Medium,Medium,22,Right,190CM,1A Pro League,Belgium,Cercle Brugge,83KG,,,,,
10,12084,GK,662,63,60,338,64,638,614,Răzvan Ducan,33,32,10,47,12,15,14,48,12,11,29,25,13,38,36,53,22,12,35,15,21,17,23,20,53,32,52,26,22,Medium,Medium,22,Right,192CM,SUPERLIGA,Romania,FC Botoșani,82KG,,,,,
12,12084,GK,62,63,63,42,66,55,60,Fabian Ehmann,43,41,12,41,12,17,21,34,14,13,20,18,10,37,52,58,20,19,27,16,14,16,10,15,57,44,56,19,25,Medium,Medium,25,Right,189CM,Ö. Bundesliga,Austria,TSV Hartberg,77KG,,,,,
3,12084,GK,662,63,611,19,653,62,61,Kai Eisele,20,18,7,47,7,5,12,38,8,13,16,19,13,39,21,52,11,5,31,13,9,10,12,9,53,29,68,31,28,Medium,Medium,28,Right,190CM,Bundesliga 2,Germany,Karlsruher SC,76KG,,,,,
13,12084,GK,62,63,60,46,643,64,61,Italo Espinoza,49,41,14,48,11,13,13,36,12,11,32,29,13,50,57,65,19,16,44,25,15,15,14,19,56,41,51,25,27,Medium,Medium,27,Right,186CM,Libertadores,Peru,Alianza Lima,83KG,,,,,
4,12084,GK,63,63,621,43,632,624,61,Owen Evans,42,45,11,47,10,11,30,58,18,14,43,46,18,54,45,58,22,16,22,20,11,9,18,16,41,17,30,15,27,Medium,Medium,27,Right,188CM,EFL League Two,Wales,Walsall,70KG,,,,,
17,12084,GK,60,63,62,45,65,60,63,Ricardo Farro,45,46,12,45,19,18,24,20,19,13,24,24,19,40,39,60,16,17,23,25,11,23,16,13,67,38,76,20,38,Medium,Medium,38,Right,179CM,Libertadores,Peru,FBC Melgar,80KG,,,,,
15,12084,GK,62,63,60,48,60,57,66,Jesús Fernández,49,46,16,43,14,16,21,35,13,13,17,26,13,34,42,63,13,14,40,23,15,18,12,14,63,38,64,24,35,Medium,Medium,35,Left,190CM,SUPERLIGA,Spain,FC Voluntari,84KG,,,,,
15,12084,GK,61,63,63,42,611,593,641,Konrad Forenc,39,46,13,44,12,14,23,41,12,14,23,23,14,51,46,60,18,15,51,13,14,13,15,14,69,35,81,21,31,Medium,Medium,31,Left,191CM,PKO BP Ekstraklasa,Poland,Korona Kielce,87KG,,,,,
8,12084,GK,633,63,652,18,643,65,5910,Jeffrey Gal,16,20,5,49,8,7,15,26,12,14,24,25,14,37,36,52,18,12,28,11,10,6,14,14,52,26,67,25,30,Medium,Medium,30,Right,187CM,MLS,United States,Chicago Fire FC,80KG,,,,,
7,12084,GK,67,63,60,41,66,59,58,Emmanuel Gómez Riga,42,39,12,44,13,11,26,35,21,20,32,30,30,46,48,59,22,21,36,20,20,21,22,21,51,31,45,33,22,Medium,Medium,22,Right,186CM,LPF,Argentina,Vélez Sarsfield,77KG,,,,,
5,12084,GK,638,63,607,28,686,6415,638,Andrei Gorcea,27,30,6,48,7,7,13,38,11,10,18,28,10,33,49,53,12,10,33,13,12,9,13,11,49,17,54,20,22,Medium,Medium,22,Right,185CM,SUPERLIGA,Romania,FC Univ. Cluj,75KG,,,,,
8,12084,GK,66,63,59,34,69,60,62,Han Jiaqi,35,33,7,45,5,15,11,57,10,10,33,30,30,33,55,51,25,22,37,22,17,20,20,21,60,31,67,34,24,Medium,Medium,24,Right,185CM,CSL,China PR,Beijing Guoan,75KG,,,,,
18,12084,GK,63,63,64,41,64,64,61,Han Rongze,39,43,12,48,16,14,19,58,18,17,27,38,14,42,56,57,18,19,26,19,14,24,17,11,45,33,43,29,30,Medium,Medium,30,Left,190CM,CSL,China PR,Shandong Taishan,80KG,,,,,
6,12084,GK,631,63,611,27,662,58,601,Thomas Hasal,27,26,7,44,7,6,13,30,14,11,21,17,11,23,35,63,12,8,23,13,14,8,11,13,55,23,63,18,24,Medium,Medium,24,Right,191CM,MLS,Canada,Whitecaps FC,77KG,,,,,
11,12084,GK,612,63,621,43,64,621,651,Maxime Hautbois,39,49,9,47,11,15,14,13,11,12,33,35,12,35,42,56,24,15,16,13,13,12,13,12,55,29,55,24,32,Medium,Medium,32,Right,181CM,Ligue 2 BKT,France,Stade Lavallois,75KG,,,,,
17,12084,GK,63,63,62,39,651,632,61,Justin Heekeren,38,40,12,47,13,12,11,38,11,13,27,23,14,36,35,59,18,14,38,12,20,15,12,14,62,32,68,31,23,Medium,Medium,23,Right,194CM,Bundesliga 2,Germany,FC Schalke 04,86KG,,,,,
8,12084,GK,653,63,637,45,655,614,634,Thomas Himeur,55,30,6,46,6,9,14,32,10,11,25,20,10,38,38,50,18,9,22,11,10,6,14,11,57,17,52,17,22,Medium,Medium,22,Right,187CM,Ligue 1 Uber Eats,France,Toulouse FC,72KG,,,,,
11,12084,GK,64,63,62,58,64,63,61,Václav Hladký,59,56,16,47,11,12,27,47,16,24,39,46,24,58,52,59,32,21,62,26,23,20,23,19,70,27,66,22,33,Medium,Medium,33,Right,192CM,EFL Championship,Czech Republic,Ipswich,80KG,,,,,
8,12084,GK,631,63,61,33,63,57,621,Berto Hórreo,33,32,7,43,8,10,17,32,15,11,22,24,14,43,31,60,14,9,37,15,15,10,12,13,63,30,74,21,23,Medium,Medium,23,Right,191CM,LALIGA HYPERMOTION,Spain,SD Huesca,81KG,,,,,
10,12084,GK,623,63,641,17,623,61,613,Lukáš Hroššo,18,15,11,46,9,10,16,41,13,14,25,29,14,25,25,57,18,12,30,10,10,11,13,14,56,18,71,24,36,Medium,Medium,36,Left,196CM,PKO BP Ekstraklasa,Slovakia,Cracovia,91KG,,,,,
14,12084,GK,604,63,632,49,664,64,621,Plamen Iliev,50,48,12,48,16,13,15,39,17,15,27,19,19,57,59,55,18,13,42,22,19,21,20,12,58,38,52,33,32,Medium,Medium,32,Right,182CM,SUPERLIGA,Bulgaria,FC Univ. Cluj,75KG,,,,,
11,12084,GK,61,63,65,27,58,62,65,Eldin Jakupović,25,30,12,47,11,15,22,52,11,14,39,34,11,36,45,58,22,11,62,24,12,14,12,11,51,30,57,45,39,Medium,Medium,39,Right,191CM,MLS,Switzerland,LAFC,85KG,,,,,
14,12084,GK,60,63,70,28,59,73,62,Konrad Jałocha,24,33,18,55,12,9,35,32,8,12,32,23,20,37,32,53,24,17,37,17,15,13,12,8,63,25,79,38,32,Medium,Medium,32,Right,201CM,PKO BP Ekstraklasa,Poland,Stal Mielec,93KG,,,,,
20,12084,GK,641,63,60,20,643,716,604,Kim Dong Heon,16,25,10,53,9,7,15,45,13,12,52,55,8,22,50,55,23,11,35,13,15,12,15,16,38,24,42,22,26,Medium,Medium,26,Right,186CM,K League 1,Korea Republic,Incheon United,87KG,,,,,
9,12084,GK,66,63,63,48,69,49,59,Timo Königsmann,48,47,15,37,18,15,22,47,18,16,39,34,21,35,53,55,26,21,30,15,19,13,12,9,71,34,76,24,26,Medium,Medium,26,Right,186CM,3. Liga,Germany,SV Sandhausen,86KG,,,,,
20,12084,GK,64,63,63,24,65,62,61,Anders Kristiansen,22,28,12,47,13,10,22,46,20,21,13,13,20,27,31,55,14,12,13,19,16,12,23,13,55,25,65,13,33,Medium,Medium,33,Right,183CM,Eliteserien,Norway,Sarpsborg 08,74KG,,,,,
6,12084,GK,60,63,65,32,67,66,57,Danylo Kucher,30,34,9,50,7,7,17,31,13,11,28,23,13,36,29,61,15,8,28,13,8,8,13,7,56,29,68,25,26,Medium,Medium,26,Left,193CM,SUPERLIGA,Ukraine,UTA Arad,82KG,,,,,
17,12084,GK,62,63,62,44,64,59,61,Lee Tae Hui,42,46,16,44,19,18,30,35,17,13,29,21,35,33,50,59,19,12,59,22,12,10,18,12,60,31,67,25,28,Medium,Medium,28,Right,189CM,K League 1,Korea Republic,Incheon United,85KG,,,,,
4,12084,GK,66,63,58,30,63,58,62,Luis López,31,29,7,44,8,7,13,35,11,12,15,15,13,33,21,60,15,10,30,12,11,7,13,10,46,18,49,23,22,Medium,Medium,22,Right,190CM,LALIGA HYPERMOTION,Spain,CD Mirandés,76KG,,,,,
4,12084,GK,62,63,65,28,651,62,611,Adri López,28,29,6,47,8,5,19,54,12,12,32,28,13,38,44,54,21,12,39,12,13,30,14,14,45,25,45,23,24,Medium,Medium,24,Right,185CM,LALIGA EA SPORTS,Spain,Granada CF,73KG,,,,,
4,12084,GK,648,63,6318,20,658,53,6418,Pascal Loretz,21,18,5,40,6,7,12,32,12,11,22,15,10,39,28,54,10,11,34,7,11,17,12,13,54,23,69,21,20,Medium,Medium,20,Right,188CM,CSSL,Switzerland,FC Luzern,80KG,,,,,
4,12084,GK,61,63,64,31,641,58,63,Francisco Meixedo,32,30,5,44,7,9,11,35,12,14,16,25,14,36,43,59,16,13,39,9,14,5,14,12,51,20,53,16,22,Medium,Medium,22,Right,190CM,Liga Portugal,Portugal,FC Porto,78KG,,,,,
13,12084,GK,631,63,61,46,641,64,611,Tom Mickel,44,49,14,48,14,12,31,15,12,12,31,30,14,48,36,63,21,13,41,22,14,12,10,13,58,35,59,37,34,Medium,Medium,34,Right,185CM,Bundesliga 2,Germany,Hamburger SV,84KG,,,,,
20,12084,GK,632,63,631,61,642,621,621,Dimitar Mitov,61,60,14,47,18,12,33,44,14,19,33,44,22,55,55,57,23,15,42,23,17,16,13,16,65,35,58,27,26,Medium,Medium,26,Right,188CM,cinch Prem,Bulgaria,St. Johnstone,76KG,,,,,
13,12084,GK,64,63,62,36,63,60,63,Dinu Moldovan,36,37,18,45,12,18,23,43,25,22,24,21,25,32,38,52,13,13,33,17,13,12,20,16,48,36,48,28,33,Medium,Medium,33,Right,180CM,SUPERLIGA,Romania,Sepsi OSK,77KG,,,,,
14,12084,GK,631,63,653,33,631,592,602,Glenn Morris,32,34,15,44,17,12,29,57,20,15,31,50,13,56,55,57,30,14,56,17,14,13,22,24,57,30,63,30,39,Medium,Medium,39,Right,183CM,EFL League Two,England,Gillingham,70KG,,,,,
11,12084,GK,65,63,61,33,67,59,59,Tom Müller,35,30,12,44,13,10,22,29,14,12,22,28,14,39,38,54,18,11,35,15,34,12,12,14,65,35,67,42,26,Medium,Medium,26,Right,190CM,3. Liga,Germany,SC Verl,83KG,,,,,
8,12084,GK,644,63,6210,19,642,573,614,Vlad Muțiu,20,18,8,43,8,7,12,34,14,14,18,16,10,38,33,57,10,14,28,11,11,12,10,10,36,28,35,17,28,Medium,Medium,28,Right,187CM,SUPERLIGA,Romania,FC Hermannstadt,78KG,,,,,
7,12084,GK,62,63,63,17,65,60,59,Gilmar Napa,16,19,6,45,5,7,11,41,14,14,35,23,11,34,40,59,14,11,35,12,11,11,11,13,50,16,60,17,20,Medium,Medium,20,Right,185CM,Sudamericana,Ecuador,CS Emelec,82KG,,,,,
8,12084,GK,62,63,61,29,63,65,63,Jesse Öst,27,31,7,49,9,20,31,62,10,27,43,45,35,32,28,63,25,15,42,23,25,12,18,24,64,30,75,36,33,Medium,Medium,33,Right,194CM,Finnliiga,Finland,HJK Helsinki,90KG,,,,,
